Album,Artist,Bytes,Sales,City,Company,Composer,Country,CustomerID,Email,FirstName,Genre,InvoiceDate,InvoiceID,LastName,MediaType,Milliseconds,Number of Records,Phone,PostalCode,Quantity,Region,State,Track,UnitPrice
Physical Graffiti [Disc 1],Led Zeppelin,11.15M,3.96,Halifax,,John Paul Jones,Canada,31,marthasilk@gmail.com,Martha,Rock,3/9/2008 0:00,18,Silk,MPEG audio file,336692,1,+1 (902) 450-0450,B3S 1C5,4,North  America,NS,Trampled Under Foot,0.99
Up An' Atom,Gene Krupa,6.29M,0.99,Paris,,,France,40,dominiquelefebvre@gmail.com,Dominique,Jazz,3/14/2008 0:00,19,Lefebvre,MPEG audio file,194089,1,+33 01 47 42 71 71,75002,1,Europe,,Lemon Drop,0.99
The Essential Miles Davis [Disc 2],Miles Davis,7.96M,0.99,Paris,,Miles Davis,France,40,dominiquelefebvre@gmail.com,Dominique,Jazz,3/14/2008 0:00,19,Lefebvre,MPEG audio file,243461,1,+33 01 47 42 71 71,75002,1,Europe,,Jean Pierre (Live),0.99
"Chronicle, Vol. 1",Creedence Clearwater Revival,5.11M,0.99,Paris,,J. C. Fogerty,France,40,dominiquelefebvre@gmail.com,Dominique,Rock,3/14/2008 0:00,19,Lefebvre,MPEG audio file,154279,1,+33 01 47 42 71 71,75002,1,Europe,,Green River,0.99
Supernatural,Santana,12.50M,0.99,Paris,,KC Porter & JB Eckl,France,40,dominiquelefebvre@gmail.com,Dominique,Rock,3/14/2008 0:00,19,Lefebvre,MPEG audio file,378618,1,+33 01 47 42 71 71,75002,1,Europe,,Primavera,0.99
Up An' Atom,Gene Krupa,6.19M,1.98,Paris,,,France,40,dominiquelefebvre@gmail.com,Dominique,Jazz,3/14/2008 0:00,19,Lefebvre,MPEG audio file,191555,1,+33 01 47 42 71 71,75002,2,Europe,,Drum Boogie,0.99
Sambas De Enredo 2001,Various Artists,11.10M,1.98,Paris,,"Dito/Djalma Falcao/Ilha, Almir Da/MÃ¡rcio AndrÃ©",France,40,dominiquelefebvre@gmail.com,Dominique,Latin,3/14/2008 0:00,19,Lefebvre,MPEG audio file,330945,1,+33 01 47 42 71 71,75002,2,Europe,,UniÃ£o Da Ilha,0.99
The Essential Miles Davis [Disc 1],Miles Davis,7.59M,2.97,Paris,,Miles Davis,France,40,dominiquelefebvre@gmail.com,Dominique,Jazz,3/14/2008 0:00,19,Lefebvre,MPEG audio file,233769,1,+33 01 47 42 71 71,75002,3,Europe,,The Pan Piper,0.99
Supernatural,Santana,9.39M,2.97,Paris,,E. Shrody,France,40,dominiquelefebvre@gmail.com,Dominique,Rock,3/14/2008 0:00,19,Lefebvre,MPEG audio file,285178,1,+33 01 47 42 71 71,75002,3,Europe,,Put Your Lights On,0.99
VinÃ­cius De Moraes - Sem Limite,Toquinho & VinÃ­cius,7.54M,3.96,Paris,,,France,40,dominiquelefebvre@gmail.com,Dominique,Bossa Nova,3/14/2008 0:00,19,Lefebvre,MPEG audio file,226168,1,+33 01 47 42 71 71,75002,4,Europe,,Como Ã‰ Duro Trabalhar,0.99
Up An' Atom,Gene Krupa,6.70M,3.96,Paris,,,France,40,dominiquelefebvre@gmail.com,Dominique,Jazz,3/14/2008 0:00,19,Lefebvre,MPEG audio file,201560,1,+33 01 47 42 71 71,75002,4,Europe,,Showcase,0.99
The Best of Ed Motta,Ed Motta,7.94M,3.96,Paris,,,France,40,dominiquelefebvre@gmail.com,Dominique,Latin,3/14/2008 0:00,19,Lefebvre,MPEG audio file,238445,1,+33 01 47 42 71 71,75002,4,Europe,,Seis Da Tarde,0.99
Vozes do MPB,Various Artists,3.84M,3.96,Paris,,,France,40,dominiquelefebvre@gmail.com,Dominique,Latin,3/14/2008 0:00,19,Lefebvre,MPEG audio file,116767,1,+33 01 47 42 71 71,75002,4,Europe,,As Rosas NÃ£o Falam (Beth Carvalho),0.99
Vozes do MPB,Various Artists,5.40M,3.96,Paris,,,France,40,dominiquelefebvre@gmail.com,Dominique,Latin,3/14/2008 0:00,19,Lefebvre,MPEG audio file,163970,1,+33 01 47 42 71 71,75002,4,Europe,,Pela Luz dos Olhos Teus (MiÃºcha e Tom Jobim),0.99
The Essential Miles Davis [Disc 1],Miles Davis,11.25M,4.95,Paris,,Miles Davis,France,40,dominiquelefebvre@gmail.com,Dominique,Jazz,3/14/2008 0:00,19,Lefebvre,MPEG audio file,345025,1,+33 01 47 42 71 71,75002,5,Europe,,Compulsion,0.99
"Chronicle, Vol. 1",Creedence Clearwater Revival,7.95M,3.96,Edinburgh,,J. C. Fogerty,United Kingdom,54,steve.murray@yahoo.uk,Steve,Rock,3/22/2008 0:00,20,Murray,MPEG audio file,239360,1,+44 0131 315 3300,EH4 1HH,4,Europe,,Someday Never Comes,0.99
"Chronicle, Vol. 2",Creedence Clearwater Revival,9.30M,0.99,Sidney,,J.C. Fogerty,Australia,55,mark.taylor@yahoo.au,Mark,Rock,4/4/2008 0:00,21,Taylor,MPEG audio file,281286,1,+61 (02) 9332 3633,2010,1,Oceania,NSW,Walking On The Water,0.99
"Chronicle, Vol. 2",Creedence Clearwater Revival,5.35M,2.97,Santiago,,J.C. Fogerty,Chile,57,luisrojas@yahoo.cl,Luis,Rock,4/4/2008 0:00,22,Rojas,MPEG audio file,163604,1,+56 (0)2 635 4444,,3,South America,,Good Golly Miss Molly,0.99
"Chronicle, Vol. 2",Creedence Clearwater Revival,9.68M,3.96,Santiago,,J.C. Fogerty,Chile,57,luisrojas@yahoo.cl,Luis,Rock,4/4/2008 0:00,22,Rojas,MPEG audio file,296385,1,+56 (0)2 635 4444,,4,South America,,Wrote A Song For Everyone,0.99
"Chronicle, Vol. 2",Creedence Clearwater Revival,7.99M,4.95,Sidney,,J.C. Fogerty,Australia,55,mark.taylor@yahoo.au,Mark,Rock,4/4/2008 0:00,21,Taylor,MPEG audio file,244114,1,+61 (02) 9332 3633,2010,5,Oceania,NSW,"Suzie-Q, Pt. 2",0.99
"Chronicle, Vol. 2",Creedence Clearwater Revival,5.92M,0.99,Bangalore,,J.C. Fogerty,India,59,puja_srivastava@yahoo.in,Puja,Rock,4/5/2008 0:00,23,Srivastava,MPEG audio file,178181,1,+91 080 22289999,560001,1,Asia,,Cotton Fields,0.99
"Chronicle, Vol. 2",Creedence Clearwater Revival,6.82M,0.99,Bangalore,,J.C. Fogerty,India,59,puja_srivastava@yahoo.in,Puja,Rock,4/5/2008 0:00,23,Srivastava,MPEG audio file,207804,1,+91 080 22289999,560001,1,Asia,,Before You Accuse Me,0.99
"Chronicle, Vol. 2",Creedence Clearwater Revival,4.37M,2.97,Bangalore,,J.C. Fogerty,India,59,puja_srivastava@yahoo.in,Puja,Rock,4/5/2008 0:00,23,Srivastava,MPEG audio file,131918,1,+91 080 22289999,560001,3,Asia,,Don't Look Now,0.99
"Chronicle, Vol. 2",Creedence Clearwater Revival,12.71M,2.97,Bangalore,,J.C. Fogerty,India,59,puja_srivastava@yahoo.in,Puja,Rock,4/5/2008 0:00,23,Srivastava,MPEG audio file,385619,1,+91 080 22289999,560001,3,Asia,,Pagan Baby,0.99
CÃ¡ssia Eller - ColeÃ§Ã£o Sem Limite [Disc 2],CÃ¡ssia Eller,6.71M,0.99,Oslo,,,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Latin,4/6/2008 0:00,24,Hansen,MPEG audio file,200437,1,+47 22 44 22 22,171,1,Europe,,CoronÃ© Antonio Bento,0.99
CÃ¡ssia Eller - ColeÃ§Ã£o Sem Limite [Disc 2],CÃ¡ssia Eller,9.72M,0.99,Oslo,,,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Latin,4/6/2008 0:00,24,Hansen,MPEG audio file,298919,1,+47 22 44 22 22,171,1,Europe,,Woman Is The Nigger Of The World (Ao Vivo),0.99
"Chronicle, Vol. 2",Creedence Clearwater Revival,11.26M,0.99,Oslo,,J.C. Fogerty,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Rock,4/6/2008 0:00,24,Hansen,MPEG audio file,342804,1,+47 22 44 22 22,171,1,Europe,,Born To Move,0.99
CÃ¡ssia Eller - ColeÃ§Ã£o Sem Limite [Disc 2],CÃ¡ssia Eller,6.38M,1.98,Oslo,,,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Latin,4/6/2008 0:00,24,Hansen,MPEG audio file,194899,1,+47 22 44 22 22,171,2,Europe,,MÃºsica Urbana 2,0.99
CÃ¡ssia Eller - Sem Limite [Disc 1],CÃ¡ssia Eller,10.38M,3.96,Oslo,,,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Latin,4/6/2008 0:00,24,Hansen,MPEG audio file,316865,1,+47 22 44 22 22,171,4,Europe,,Smells Like Teen Spirit (Ao Vivo),0.99
CÃ¡ssia Eller - ColeÃ§Ã£o Sem Limite [Disc 2],CÃ¡ssia Eller,7.91M,4.95,Oslo,,,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Latin,4/6/2008 0:00,24,Hansen,MPEG audio file,243696,1,+47 22 44 22 22,171,5,Europe,,Brasil,0.99
Come Taste The Band,Deep Purple,8.00M,1.98,São Paulo,Woodstock Discos,Bolin/Coverdale,Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,4/9/2008 0:00,25,Martins,MPEG audio file,242834,1,+55 (11) 3033-5446,01007-010,2,South America,SP,Drifter,0.99
Deep Purple In Rock,Deep Purple,20.23M,1.98,São Paulo,Woodstock Discos,"Blackmore, Gillan, Glover, Lord, Paice",Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,4/9/2008 0:00,25,Martins,MPEG audio file,620460,1,+55 (11) 3033-5446,01007-010,2,South America,SP,Child In Time,0.99
Purpendicular,Deep Purple,8.51M,1.98,São Paulo,Woodstock Discos,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,4/9/2008 0:00,25,Martins,MPEG audio file,257384,1,+55 (11) 3033-5446,01007-010,2,South America,SP,Vavoom : Ted The Mechanic,0.99
CÃ¡ssia Eller - Sem Limite [Disc 1],CÃ¡ssia Eller,9.14M,2.97,São Paulo,Woodstock Discos,,Brazil,10,eduardo@woodstock.com.br,Eduardo,Latin,4/9/2008 0:00,25,Martins,MPEG audio file,274390,1,+55 (11) 3033-5446,01007-010,3,South America,SP,AdmirÃ¡vel Gado Novo,0.99
Fireball,Deep Purple,13.65M,2.97,São Paulo,Woodstock Discos,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,4/9/2008 0:00,25,Martins,MPEG audio file,414902,1,+55 (11) 3033-5446,01007-010,3,South America,SP,No No No,0.99
Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,13.78M,2.97,São Paulo,Woodstock Discos,"Richie Blackmore, Ian Gillian, Roger Glover",Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,4/9/2008 0:00,25,Martins,MPEG audio file,424829,1,+55 (11) 3033-5446,01007-010,3,South America,SP,Knocking At Your Back Door,0.99
Machine Head,Deep Purple,9.50M,2.97,São Paulo,Woodstock Discos,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,4/9/2008 0:00,25,Martins,MPEG audio file,290455,1,+55 (11) 3033-5446,01007-010,3,South America,SP,Maybe I'm A Leo,0.99
Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,9.74M,3.96,São Paulo,Woodstock Discos,"Richie Blackmore, Ian Gillian, Roger Glover, Ian Paice",Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,4/9/2008 0:00,25,Martins,MPEG audio file,295053,1,+55 (11) 3033-5446,01007-010,4,South America,SP,The Unwritten Law,0.99
CÃ¡ssia Eller - Sem Limite [Disc 1],CÃ¡ssia Eller,6.20M,4.95,São Paulo,Woodstock Discos,,Brazil,10,eduardo@woodstock.com.br,Eduardo,Latin,4/9/2008 0:00,25,Martins,MPEG audio file,188473,1,+55 (11) 3033-5446,01007-010,5,South America,SP,Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos),0.99
The Cream Of Clapton,Eric Clapton,8.23M,0.99,Cupertino,Apple Inc.,Bruce/Clapton,USA,19,tgoyer@apple.com,Tim,Blues,4/14/2008 0:00,26,Goyer,MPEG audio file,252891,1,+1 (408) 996-1010,95014,1,North  America,CA,Sunshine Of Your Love,0.99
The Cream Of Clapton,Eric Clapton,7.77M,0.99,Cupertino,Apple Inc.,Clapton/Levy,USA,19,tgoyer@apple.com,Tim,Blues,4/14/2008 0:00,26,Goyer,MPEG audio file,231732,1,+1 (408) 996-1010,95014,1,North  America,CA,Lay Down Sally,0.99
Unplugged,Eric Clapton,9.03M,0.99,Cupertino,Apple Inc.,"Eric Clapton, Will Jennings",USA,19,tgoyer@apple.com,Tim,Blues,4/14/2008 0:00,26,Goyer,MPEG audio file,274729,1,+1 (408) 996-1010,95014,1,North  America,CA,Tears In Heaven,0.99
Outbreak,Dennis Chambers,11.39M,0.99,Cupertino,Apple Inc.,John Scofield,USA,19,tgoyer@apple.com,Tim,Jazz,4/14/2008 0:00,26,Goyer,MPEG audio file,346932,1,+1 (408) 996-1010,95014,1,North  America,CA,"Baltimore, DC",0.99
The Battle Rages On,Deep Purple,8.41M,0.99,Cupertino,Apple Inc.,roger glover,USA,19,tgoyer@apple.com,Tim,Rock,4/14/2008 0:00,26,Goyer,MPEG audio file,257462,1,+1 (408) 996-1010,95014,1,North  America,CA,A Twist In The Tail,0.99
Vault: Def Leppard's Greatest Hits,Def Leppard,7.99M,0.99,Cupertino,Apple Inc.,,USA,19,tgoyer@apple.com,Tim,Rock,4/14/2008 0:00,26,Goyer,MPEG audio file,244741,1,+1 (408) 996-1010,95014,1,North  America,CA,Animal,0.99
Djavan Ao Vivo - Vol. 1,Djavan,8.89M,1.98,Cupertino,Apple Inc.,Djavan,USA,19,tgoyer@apple.com,Tim,Latin,4/14/2008 0:00,26,Goyer,MPEG audio file,270968,1,+1 (408) 996-1010,95014,2,North  America,CA,AÃ§ai,0.99
Elis Regina-Minha HistÃ³ria,Elis Regina,5.79M,1.98,Cupertino,Apple Inc.,,USA,19,tgoyer@apple.com,Tim,Latin,4/14/2008 0:00,26,Goyer,MPEG audio file,180793,1,+1 (408) 996-1010,95014,2,North  America,CA,FascinaÃ§Ã£o,0.99
Slaves And Masters,Deep Purple,11.37M,1.98,Cupertino,Apple Inc.,"Blackmore, Glover, Turner, Lord, Paice",USA,19,tgoyer@apple.com,Tim,Rock,4/14/2008 0:00,26,Goyer,MPEG audio file,349335,1,+1 (408) 996-1010,95014,2,North  America,CA,Fortuneteller,0.99
Djavan Ao Vivo - Vol. 02,Djavan,9.10M,2.97,Cupertino,Apple Inc.,,USA,19,tgoyer@apple.com,Tim,Latin,4/14/2008 0:00,26,Goyer,MPEG audio file,280999,1,+1 (408) 996-1010,95014,3,North  America,CA,Esquinas,0.99
Djavan Ao Vivo - Vol. 1,Djavan,10.66M,2.97,Cupertino,Apple Inc.,Djavan,USA,19,tgoyer@apple.com,Tim,Latin,4/14/2008 0:00,26,Goyer,MPEG audio file,327105,1,+1 (408) 996-1010,95014,3,North  America,CA,Um Amor Puro,0.99
Purpendicular,Deep Purple,11.60M,2.97,Cupertino,Apple Inc.,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",USA,19,tgoyer@apple.com,Tim,Rock,4/14/2008 0:00,26,Goyer,MPEG audio file,354089,1,+1 (408) 996-1010,95014,3,North  America,CA,Hey Cisco,0.99
Stormbringer,Deep Purple,8.77M,4.95,Cupertino,Apple Inc.,D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore,USA,19,tgoyer@apple.com,Tim,Rock,4/14/2008 0:00,26,Goyer,MPEG audio file,267833,1,+1 (408) 996-1010,95014,5,North  America,CA,High Ball Shooter,0.99
Vault: Def Leppard's Greatest Hits,Def Leppard,11.62M,4.95,Cupertino,Apple Inc.,,USA,19,tgoyer@apple.com,Tim,Rock,4/14/2008 0:00,26,Goyer,MPEG audio file,355056,1,+1 (408) 996-1010,95014,5,North  America,CA,Hysteria,0.99
Album Of The Year,Faith No More,4.23M,0.99,Yellowknife,,Mike Patton,Canada,33,ellie.sullivan@shaw.ca,Ellie,Alternative & Punk,4/22/2008 0:00,27,Sullivan,MPEG audio file,128757,1,+1 (867) 920-2233,X1A 1N6,1,North  America,NT,Naked In Front Of The Computer,0.99
Album Of The Year,Faith No More,8.44M,0.99,Berlin,,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum,Germany,36,hannah.schneider@yahoo.de,Hannah,Alternative & Punk,5/5/2008 0:00,29,Schneider,MPEG audio file,257253,1,+49 030 26550280,10789,1,Europe,,Paths Of Glory,0.99
Album Of The Year,Faith No More,7.51M,0.99,Lisbon,,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton,Portugal,34,jfernandes@yahoo.pt,Joalo,Alternative & Punk,5/5/2008 0:00,28,Fernandes,MPEG audio file,228493,1,+351 (213) 466-111,,1,Europe,,Mouth To Mouth,0.99
Album Of The Year,Faith No More,6.89M,1.98,Berlin,,Bill Gould/Mike Bordin/Mike Patton,Germany,36,hannah.schneider@yahoo.de,Hannah,Alternative & Punk,5/5/2008 0:00,29,Schneider,MPEG audio file,209867,1,+49 030 26550280,10789,2,Europe,,She Loves Me Not,0.99
Album Of The Year,Faith No More,10.75M,1.98,Lisbon,,Bill Gould/Mike Bordin/Mike Patton,Portugal,34,jfernandes@yahoo.pt,Joalo,Alternative & Punk,5/5/2008 0:00,28,Fernandes,MPEG audio file,326217,1,+351 (213) 466-111,,2,Europe,,Helpless,0.99
Angel Dust,Faith No More,7.29M,0.99,Berlin,,,Germany,38,nschroder@surfeu.de,Niklas,Alternative & Punk,5/6/2008 0:00,30,Schroeder,MPEG audio file,223242,1,+49 030 2141444,10779,1,Europe,,RV,0.99
Angel Dust,Faith No More,8.75M,0.99,Berlin,,,Germany,38,nschroder@surfeu.de,Niklas,Alternative & Punk,5/6/2008 0:00,30,Schroeder,MPEG audio file,267937,1,+49 030 2141444,10779,1,Europe,,Caffeine,0.99
Album Of The Year,Faith No More,7.50M,3.96,Berlin,,Bill Gould/Mike Patton,Germany,38,nschroder@surfeu.de,Niklas,Alternative & Punk,5/6/2008 0:00,30,Schroeder,MPEG audio file,232698,1,+49 030 2141444,10779,4,Europe,,Pristina,0.99
Angel Dust,Faith No More,9.01M,4.95,Berlin,,,Germany,38,nschroder@surfeu.de,Niklas,Alternative & Punk,5/6/2008 0:00,30,Schroeder,MPEG audio file,273658,1,+49 030 2141444,10779,5,Europe,,Everything's Ruined,0.99
The Real Thing,Faith No More,6.59M,0.99,Bordeaux,,Faith No More,France,42,wyatt.girard@yahoo.fr,Wyatt,Alternative & Punk,5/7/2008 0:00,31,Girard,MPEG audio file,202527,1,+33 05 56 96 96 96,33000,1,Europe,,From Out Of Nowhere,0.99
Angel Dust,Faith No More,6.07M,1.98,Bordeaux,,,France,42,wyatt.girard@yahoo.fr,Wyatt,Alternative & Punk,5/7/2008 0:00,31,Girard,MPEG audio file,185835,1,+33 05 56 96 96 96,33000,2,Europe,,Easy,0.99
Angel Dust,Faith No More,9.73M,1.98,Bordeaux,,,France,42,wyatt.girard@yahoo.fr,Wyatt,Alternative & Punk,5/7/2008 0:00,31,Girard,MPEG audio file,297168,1,+33 05 56 96 96 96,33000,2,Europe,,A Small Victory,0.99
King For A Day Fool For A Lifetime,Faith No More,5.20M,2.97,Bordeaux,,"Mike Bordin, Billy Gould, Mike Patton",France,42,wyatt.girard@yahoo.fr,Wyatt,Rock,5/7/2008 0:00,31,Girard,MPEG audio file,158275,1,+33 05 56 96 96 96,33000,3,Europe,,What A Day,0.99
King For A Day Fool For A Lifetime,Faith No More,6.22M,2.97,Bordeaux,,"Mike Bordin, Billy Gould, Mike Patton",France,42,wyatt.girard@yahoo.fr,Wyatt,Rock,5/7/2008 0:00,31,Girard,MPEG audio file,186435,1,+33 05 56 96 96 96,33000,3,Europe,,Ugly In The Morning,0.99
King For A Day Fool For A Lifetime,Faith No More,6.91M,3.96,Bordeaux,,"Mike Bordin, Billy Gould, Mike Patton",France,42,wyatt.girard@yahoo.fr,Wyatt,Rock,5/7/2008 0:00,31,Girard,MPEG audio file,209319,1,+33 05 56 96 96 96,33000,4,Europe,,The Gentle Art Of Making Enemies,0.99
One By One,Foo Fighters,9.68M,1.98,Amsterdam,,Foo Fighters,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Alternative & Punk,5/10/2008 0:00,32,Van der Berg,MPEG audio file,298396,1,+31 020 6223130,1016,2,Europe,VV,Burn Away,0.99
Deixa Entrar,Falamansa,11.84M,2.97,Amsterdam,,,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Latin,5/10/2008 0:00,32,Van der Berg,MPEG audio file,355030,1,+31 020 6223130,1016,3,Europe,VV,Avisa,0.99
In Your Honor [Disc 2],Foo Fighters,9.93M,2.97,Amsterdam,,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Netherlands,48,johavanderberg@yahoo.nl,Johannes,Rock,5/10/2008 0:00,32,Van der Berg,MPEG audio file,302994,1,+31 020 6223130,1016,3,Europe,VV,What If I Do?,0.99
Deixa Entrar,Falamansa,5.85M,3.96,Amsterdam,,,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Latin,5/10/2008 0:00,32,Van der Berg,MPEG audio file,174524,1,+31 020 6223130,1016,4,Europe,VV,Desaforo,0.99
In Your Honor [Disc 1],Foo Fighters,6.50M,3.96,Amsterdam,,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",Netherlands,48,johavanderberg@yahoo.nl,Johannes,Rock,5/10/2008 0:00,32,Van der Berg,MPEG audio file,199523,1,+31 020 6223130,1016,4,Europe,VV,The Last Song,0.99
In Your Honor [Disc 2],Foo Fighters,7.49M,3.96,Amsterdam,,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Netherlands,48,johavanderberg@yahoo.nl,Johannes,Rock,5/10/2008 0:00,32,Van der Berg,MPEG audio file,229198,1,+31 020 6223130,1016,4,Europe,VV,Virginia Moon,0.99
The Real Thing,Faith No More,7.63M,4.95,Amsterdam,,Faith No More,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Alternative & Punk,5/10/2008 0:00,32,Van der Berg,MPEG audio file,231993,1,+31 020 6223130,1016,5,Europe,VV,Underwater Love,0.99
One By One,Foo Fighters,8.62M,4.95,Amsterdam,,Foo Fighters,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Alternative & Punk,5/10/2008 0:00,32,Van der Berg,MPEG audio file,266370,1,+31 020 6223130,1016,5,Europe,VV,Times Like These,0.99
Deixa Entrar,Falamansa,7.92M,4.95,Amsterdam,,,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Latin,5/10/2008 0:00,32,Van der Berg,MPEG audio file,237165,1,+31 020 6223130,1016,5,Europe,VV,Falamansa Song,0.99
American Idiot,Green Day,7.60M,0.99,Santiago,,"Billie Joe Armstrong, Mike Dirnt, TrÃ© Cool",Chile,57,luisrojas@yahoo.cl,Luis,Alternative & Punk,5/15/2008 0:00,33,Rojas,MPEG audio file,232724,1,+56 (0)2 635 4444,,1,South America,,Holiday,0.99
My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra,6.33M,0.99,Santiago,,cole porter,Chile,57,luisrojas@yahoo.cl,Luis,Easy Listening,5/15/2008 0:00,33,Rojas,MPEG audio file,194429,1,+56 (0)2 635 4444,,1,South America,,I Get A Kick Out Of You,0.99
Unplugged,Eric Clapton,8.85M,0.99,Santiago,,Gilberto Gil,Chile,57,luisrojas@yahoo.cl,Luis,Latin,5/15/2008 0:00,33,Rojas,MPEG audio file,264489,1,+56 (0)2 635 4444,,1,South America,,Realce,0.99
Quanta Gente Veio Ver (Live),Gilberto Gil,9.59M,0.99,Santiago,,,Chile,57,luisrojas@yahoo.cl,Luis,Latin,5/15/2008 0:00,33,Rojas,MPEG audio file,282409,1,+56 (0)2 635 4444,,1,South America,,Stir It Up (Live),0.99
Quanta Gente Veio Ver (Live),Gilberto Gil,10.51M,1.98,Santiago,,,Chile,57,luisrojas@yahoo.cl,Luis,Latin,5/15/2008 0:00,33,Rojas,MPEG audio file,316969,1,+56 (0)2 635 4444,,2,South America,,A Novidade (Live),0.99
American Idiot,Green Day,18.14M,2.97,Santiago,,Mike Dirnt/TrÃ© Cool,Chile,57,luisrojas@yahoo.cl,Luis,Alternative & Punk,5/15/2008 0:00,33,Rojas,MPEG audio file,558602,1,+56 (0)2 635 4444,,3,South America,,Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again,0.99
Unplugged,Eric Clapton,8.81M,2.97,Santiago,,Gilberto Gil,Chile,57,luisrojas@yahoo.cl,Luis,Latin,5/15/2008 0:00,33,Rojas,MPEG audio file,263993,1,+56 (0)2 635 4444,,3,South America,,Aquele AbraÃ§o,0.99
Faceless,Godsmack,8.51M,2.97,Santiago,,Sully Erna,Chile,57,luisrojas@yahoo.cl,Luis,Metal,5/15/2008 0:00,33,Rojas,MPEG audio file,260884,1,+56 (0)2 635 4444,,3,South America,,Re-Align,0.99
The Colour And The Shape,Foo Fighters,4.89M,2.97,Santiago,,"Dave, Taylor, Nate, Chris",Chile,57,luisrojas@yahoo.cl,Luis,Rock,5/15/2008 0:00,33,Rojas,MPEG audio file,146782,1,+56 (0)2 635 4444,,3,South America,,See You,0.99
My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra,4.86M,3.96,Santiago,,bart howard,Chile,57,luisrojas@yahoo.cl,Luis,Easy Listening,5/15/2008 0:00,33,Rojas,MPEG audio file,149263,1,+56 (0)2 635 4444,,4,South America,,Fly Me To The Moon,0.99
My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra,9.54M,3.96,Santiago,,bert brecht/kurt weill/marc blitzstein,Chile,57,luisrojas@yahoo.cl,Luis,Easy Listening,5/15/2008 0:00,33,Rojas,MPEG audio file,292075,1,+56 (0)2 635 4444,,4,South America,,Mack The Knife,0.99
Roda De Funk,Funk Como Le Gusta,8.08M,3.96,Santiago,,,Chile,57,luisrojas@yahoo.cl,Luis,Latin,5/15/2008 0:00,33,Rojas,MPEG audio file,244453,1,+56 (0)2 635 4444,,4,South America,,Funk Hum,0.99
Roda De Funk,Funk Como Le Gusta,9.58M,3.96,Santiago,,,Chile,57,luisrojas@yahoo.cl,Luis,Latin,5/15/2008 0:00,33,Rojas,MPEG audio file,292493,1,+56 (0)2 635 4444,,4,South America,,Forty Days Instrumental,0.99
As CanÃ§Ãµes de Eu Tu Eles,Gilberto Gil,6.34M,4.95,Santiago,,"Guio De Morais E Seus ""Parentes""/Luiz Gonzaga",Chile,57,luisrojas@yahoo.cl,Luis,Soundtrack,5/15/2008 0:00,33,Rojas,MPEG audio file,191660,1,+56 (0)2 635 4444,,5,South America,,Pau-De-Arara,0.99
Use Your Illusion I,Guns N' Roses,3.18M,1.98,Rio de Janeiro,Riotur,,Brazil,12,roberto.almeida@riotur.gov.br,Roberto,Rock,5/23/2008 0:00,34,Almeida,Protected AAC audio file,182321,1,+55 (21) 2271-7000,20040-020,2,South America,RJ,Right Next Door to Hell,0.99
